1.038473	1.039005	2.400436	1.076496
1.038432	1.039046	2.417723	1.080058
1.038388	1.039090	2.435010	1.083621
1.038339	1.039138	2.452297	1.087184
1.038286	1.039191	2.469583	1.090748
1.038228	1.039249	2.486870	1.094312
1.038164	1.039313	2.504156	1.097878
1.038093	1.039384	2.521442	1.101444
1.038016	1.039461	2.538728	1.105012
1.037929	1.039547	2.556014	1.108581
1.037834	1.039643	2.573299	1.112151
1.037728	1.039748	2.590584	1.115723
1.037611	1.039865	2.607869	1.119297
1.037481	1.039995	2.625153	1.122873
1.037336	1.040139	2.642437	1.126451
1.037176	1.040299	2.659720	1.130032
1.036997	1.040477	2.677003	1.133615
1.036799	1.040675	2.694285	1.137201
1.036579	1.040894	2.711566	1.140791
1.036333	1.041138	2.728847	1.144385
1.036061	1.041410	2.746126	1.147983
1.035757	1.041712	2.763405	1.151586
1.035420	1.042047	2.780682	1.155194
1.035044	1.042420	2.797958	1.158808
1.034626	1.042835	2.815233	1.162428
1.034161	1.043297	2.832507	1.166056
1.033643	1.043809	2.849778	1.169692
1.033067	1.044380	2.867048	1.173337
1.032425	1.045014	2.884315	1.176992
1.031711	1.045719	2.901580	1.180658
1.030916	1.046503	2.918842	1.184336
1.030031	1.047374	2.936101	1.188029
1.029045	1.048343	2.953357	1.191736
1.027947	1.049420	2.970609	1.195461
1.026724	1.050616	2.987856	1.199205
1.025362	1.051946	3.005099	1.202970
1.023844	1.053423	3.022336	1.206759
1.022153	1.055064	3.039567	1.210574
1.020269	1.056887	3.056791	1.214418
1.018168	1.058911	3.074007	1.218294
1.015826	1.061158	3.091215	1.222206
1.013214	1.063652	3.108412	1.226158
1.010301	1.066420	3.125598	1.230154
1.007051	1.069489	3.142771	1.234200
1.003425	1.072893	3.159929	1.238301
0.999376	1.076665	3.177070	1.242462
0.994856	1.080844	3.194192	1.246691
0.989806	1.085471	3.211292	1.250995
0.984162	1.090591	3.228367	1.255382
0.977852	1.096252	3.245413	1.259861
0.970795	1.102507	3.262425	1.264443
0.962898	1.109411	3.279398	1.269137
0.954056	1.117025	3.296326	1.273957
0.944151	1.125410	3.313202	1.278916
0.933049	1.134632	3.330017	1.284027
0.920598	1.144759	3.346761	1.289308
0.909125	1.154183	3.363425	1.294774
